id,tcga_code
ACH-002189,KIRC
ACH-002191,KIRC
ACH-002192,KIRC
ACH-002195,KIRC
ACH-002199,KIRC
ACH-002089,LUAD
ACH-002101,LUAD
ACH-002102,LUAD
ACH-002157,LUAD
ACH-001137,LUAD
ACH-002174,
ACH-002177,
ACH-001417,
ACH-001362,UNABLE TO CLASSIFY
ACH-001363,UNABLE TO CLASSIFY
ACH-001490,UNABLE TO CLASSIFY
ACH-002095,SCLC
ACH-001489,SCLC
ACH-002144,SCLC
ACH-002145,SCLC
ACH-002154,SCLC
ACH-002051,SCLC
ACH-001549,SCLC
ACH-002052,SCLC
ACH-002077,SCLC
ACH-001958,SCLC
ACH-001591,SCLC
ACH-002170,SCLC
ACH-002171,SCLC
ACH-001364,SCLC
ACH-002173,SCLC
ACH-001599,SCLC
ACH-002176,SCLC
ACH-001365,SCLC
ACH-002196,SCLC
ACH-002123,MESO
ACH-002124,MESO
ACH-002125,MESO
ACH-002126,MESO
ACH-002127,MESO
ACH-002128,MESO
ACH-002129,MESO
ACH-002130,MESO
ACH-002131,MESO
ACH-002132,MESO
ACH-002133,MESO
ACH-002134,MESO
ACH-002135,MESO
ACH-002136,MESO
ACH-002224,GBM
ACH-002225,GBM
ACH-002226,LGG
ACH-002227,GBM
ACH-002229,LGG
ACH-002230,GBM
ACH-002231,GBM
ACH-002259,LGG
ACH-002269,GBM
ACH-002304,GBM
ACH-001711,MB
ACH-002217,NB
ACH-001338,NB
ACH-001344,NB
ACH-001716,NB
ACH-002248,NB
ACH-001355,NB
ACH-002277,NB
ACH-002278,NB
ACH-002279,NB
ACH-002280,NB
ACH-002281,NB
ACH-002282,NB
ACH-002283,NB
ACH-002284,NB
ACH-002083,NB
ACH-002285,NB
ACH-001603,NB
ACH-001674,NB
ACH-002164,PAAD
ACH-002185,PAAD
ACH-002186,PAAD
ACH-002096,SKCM
ACH-002097,SKCM
ACH-002120,SKCM
ACH-002121,SKCM
ACH-002040,SKCM
ACH-002143,SKCM
ACH-002152,SKCM
ACH-002153,SKCM
ACH-002162,SKCM
ACH-002165,SKCM
ACH-002166,SKCM
ACH-002205,SKCM
ACH-002206,SKCM
ACH-002207,SKCM
ACH-001442,
ACH-001328,
ACH-002100,
ACH-002309,
ACH-002194,
ACH-002271,
ACH-002310,
ACH-001274,
ACH-001702,
ACH-001443,THCA
ACH-001528,THCA
ACH-002148,THCA
ACH-001384,THCA
ACH-002235,BLCA
ACH-002266,BLCA
ACH-001333,CESC
ACH-001334,CESC
ACH-002091,CESC
ACH-001336,CESC
ACH-001341,CESC
ACH-001525,CESC
ACH-001359,CESC
ACH-001360,CESC
ACH-001650,CESC
ACH-002020,CESC
ACH-001402,CESC
ACH-002201,
ACH-001517,UCEC
ACH-002146,OV
ACH-002149,OV
ACH-001373,OV
ACH-002181,OV
ACH-002183,OV
ACH-001374,OV
ACH-001630,OV
ACH-001399,COAD/READ
ACH-001418,OV
ACH-001453,PRAD
ACH-001383,PRAD
ACH-001578,
ACH-002288,
ACH-002291,
ACH-001529,
ACH-001530,
ACH-001400,
ACH-002200,
ACH-001655,
ACH-002215,DLBC
ACH-001452,
ACH-002107,
ACH-002233,COAD/READ
ACH-002190,KIRC
ACH-001398,KIRC
ACH-002184,LUAD
ACH-002175,SCLC
ACH-002169,SCLC
ACH-002228,GBM
ACH-002261,NB
ACH-002160,NB
ACH-002098,SKCM
ACH-002246,
ACH-002180,CESC
ACH-002140,OV
ACH-002251,HNSC
ACH-002315,HNSC
ACH-001617,DLBC
ACH-002092,
ACH-002093,
ACH-002147,SKCM
ACH-002306,STAD
ACH-002276,ALL
ACH-002289,
ACH-002208,BRCA
ACH-002193,SCLC
ACH-002223,GBM
ACH-001704,SKCM
ACH-002182,OV
ACH-002202,STAD
ACH-002392,DLBC
ACH-002204,
ACH-002273,LAML
ACH-002232,
ACH-001738,ALL
ACH-001519,
ACH-001136,SCLC
ACH-002197,SCLC
ACH-002341,MESO
ACH-002257,LGG
ACH-002268,GBM
ACH-001605,LGG
ACH-001606,LGG
ACH-001002,SKCM
ACH-002159,SKCM
ACH-001350,THCA
ACH-001086,CESC
ACH-002286,SCLC
ACH-002318,
,
ACH-001396,
ACH-002485,
ACH-001554,
ACH-002500,
ACH-002015,
,
ACH-001795,
ACH-002397,THCA
ACH-002390,LAML
ACH-001546,COAD/READ
ACH-001550,
ACH-001670,
ACH-002391,HNSC
ACH-002396,
ACH-001552,
ACH-002340,NB
ACH-002394,COAD/READ
,
ACH-001116,
,
ACH-002156,LUSC
