start_id|end_id|TYPE
PV-4543|MS-34|IS_OF_SPECIALTY
PV-4544|MS-34|IS_OF_SPECIALTY
PV-4545|MS-34|IS_OF_SPECIALTY
PV-4546|MS-34|IS_OF_SPECIALTY
PV-4547|MS-34|IS_OF_SPECIALTY
PV-4548|MS-34|IS_OF_SPECIALTY
PV-4549|MS-34|IS_OF_SPECIALTY
PV-4550|MS-34|IS_OF_SPECIALTY
PV-4551|MS-34|IS_OF_SPECIALTY
PV-4552|MS-34|IS_OF_SPECIALTY
PV-4553|MS-34|IS_OF_SPECIALTY
PV-4554|MS-34|IS_OF_SPECIALTY
PV-4555|MS-34|IS_OF_SPECIALTY
PV-4556|MS-34|IS_OF_SPECIALTY
PV-4557|MS-34|IS_OF_SPECIALTY
