start_id|end_id|TYPE
UMLS/C0030554|MSH/D010292|ALSO_CODED_AS
UMLS/C0030554|MTH/556|ALSO_CODED_AS
UMLS/C0030554|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0030554|NCI/C28177|ALSO_CODED_AS
UMLS/C0030554|OMIM/MTHU005827|ALSO_CODED_AS
UMLS/C0030554|OMIM/MTHU016055|ALSO_CODED_AS
UMLS/C0030554|OMIM/MTHU016084|ALSO_CODED_AS
UMLS/C0030560|FMA/61826|ALSO_CODED_AS
UMLS/C0030560|MSH/D010296|ALSO_CODED_AS
UMLS/C0030560|MTH/U002145|ALSO_CODED_AS
UMLS/C0030560|NCI/C12354|ALSO_CODED_AS
UMLS/C0030605|MSH/D010314|ALSO_CODED_AS
UMLS/C0030605|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0030605|MTH/U000019|ALSO_CODED_AS
UMLS/C0030605|MTH/U000082|ALSO_CODED_AS
UMLS/C0030605|MTH/U000083|ALSO_CODED_AS
UMLS/C0030605|MTH/U000084|ALSO_CODED_AS
UMLS/C0030605|NCI/C38462|ALSO_CODED_AS
UMLS/C0030647|FMA/24485|ALSO_CODED_AS
UMLS/C0030647|LNC/LA16748-8|ALSO_CODED_AS
UMLS/C0030647|LNC/LP221451-0|ALSO_CODED_AS
UMLS/C0030647|LNC/LP30162-9|ALSO_CODED_AS
UMLS/C0030647|LNC/LP30539-8|ALSO_CODED_AS
UMLS/C0030647|LNC/MTHU014782|ALSO_CODED_AS
UMLS/C0030647|LNC/MTHU053776|ALSO_CODED_AS
UMLS/C0030647|MSH/D010329|ALSO_CODED_AS
UMLS/C0030647|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0030647|NCI/C33282|ALSO_CODED_AS
UMLS/C0030971|MSH/D010465|ALSO_CODED_AS
UMLS/C0030971|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0030971|NCI/C16967|ALSO_CODED_AS
UMLS/C0032207|LNC/LP14931-7|ALSO_CODED_AS
UMLS/C0032207|LNC/MTHU002192|ALSO_CODED_AS
UMLS/C0032207|MSH/D010984|ALSO_CODED_AS
UMLS/C0032207|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0032207|MTH/U000086|ALSO_CODED_AS
UMLS/C0032207|NCI/C376|ALSO_CODED_AS
UMLS/C0032207|NCI/C756|ALSO_CODED_AS
UMLS/C0032207|RXNORM/1311280|ALSO_CODED_AS
UMLS/C0032776|HPO/HP:0033840|ALSO_CODED_AS
UMLS/C0032776|ICD9CM/627.1|ALSO_CODED_AS
UMLS/C0032776|NCI/C34937|ALSO_CODED_AS
UMLS/C0032952|LNC/LP18109-6|ALSO_CODED_AS
UMLS/C0032952|LNC/MTHU062944|ALSO_CODED_AS
UMLS/C0032952|MSH/D011241|ALSO_CODED_AS
UMLS/C0032952|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0032952|NCI/C770|ALSO_CODED_AS
UMLS/C0032952|RXNORM/8640|ALSO_CODED_AS
UMLS/C0032952|VANDF/4017876|ALSO_CODED_AS
UMLS/C0033707|MSH/D011517|ALSO_CODED_AS
UMLS/C0033707|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0033707|MTH/U000023|ALSO_CODED_AS
UMLS/C0033707|NCI/C62656|ALSO_CODED_AS
UMLS/C0034117|LNC/LP263781-9|ALSO_CODED_AS
UMLS/C0034117|MSH/D011677|ALSO_CODED_AS
UMLS/C0034117|MTH/U003461|ALSO_CODED_AS
UMLS/C0034121|FMA/58252|ALSO_CODED_AS
UMLS/C0034121|LNC/LP30546-3|ALSO_CODED_AS
UMLS/C0034121|LNC/MTHU015063|ALSO_CODED_AS
UMLS/C0034121|MSH/D011680|ALSO_CODED_AS
UMLS/C0034121|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0034121|NCI/C33429|ALSO_CODED_AS
UMLS/C0034929|MSH/D012018|ALSO_CODED_AS
UMLS/C0034929|MTH/U003465|ALSO_CODED_AS
UMLS/C0034929|NCI/C78342|ALSO_CODED_AS
UMLS/C0036572|HPO/HP:0001250|ALSO_CODED_AS
UMLS/C0036572|LNC/LA15899-0|ALSO_CODED_AS
UMLS/C0036572|LNC/LA7472-9|ALSO_CODED_AS
UMLS/C0036572|MEDLINEPLUS/396|ALSO_CODED_AS
UMLS/C0036572|MSH/D012640|ALSO_CODED_AS
UMLS/C0036572|MTH/673|ALSO_CODED_AS
UMLS/C0036572|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0036572|NCI/C2962|ALSO_CODED_AS
UMLS/C0036572|OMIM/MTHU000242|ALSO_CODED_AS
UMLS/C0036572|OMIM/MTHU004223|ALSO_CODED_AS
UMLS/C0036658|GO/GO:0007600|ALSO_CODED_AS
UMLS/C0036658|LNC/LP34365-4|ALSO_CODED_AS
UMLS/C0036658|LNC/MTHU017277|ALSO_CODED_AS
UMLS/C0036658|MSH/D012677|ALSO_CODED_AS
UMLS/C0036658|MTH/527|ALSO_CODED_AS
UMLS/C0036658|MTH/U003464|ALSO_CODED_AS
UMLS/C0036674|MSH/D012683|ALSO_CODED_AS
UMLS/C0036743|LNC/LP74327-5|ALSO_CODED_AS
UMLS/C0036743|LNC/MTHU008384|ALSO_CODED_AS
UMLS/C0036743|MSH/D012698|ALSO_CODED_AS
UMLS/C0036743|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0037199|HPO/HP:0000246|ALSO_CODED_AS
UMLS/C0037199|MEDLINEPLUS/404|ALSO_CODED_AS
UMLS/C0037199|MSH/D012852|ALSO_CODED_AS
UMLS/C0037199|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0037199|NCI/C35024|ALSO_CODED_AS
UMLS/C0037199|OMIM/MTHU006260|ALSO_CODED_AS
UMLS/C0037817|LNC/LP121781-1|ALSO_CODED_AS
UMLS/C0037817|LNC/LP251050-3|ALSO_CODED_AS
UMLS/C0037817|LNC/MTHU039958|ALSO_CODED_AS
UMLS/C0037817|MSH/D013060|ALSO_CODED_AS
UMLS/C0037817|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0037817|NCI/C38025|ALSO_CODED_AS
UMLS/C0037886|MSH/D015524|ALSO_CODED_AS
UMLS/C0037886|NCI/C35031|ALSO_CODED_AS
UMLS/C0038454|HPO/HP:0001297|ALSO_CODED_AS
UMLS/C0038454|LNC/LA22099-8|ALSO_CODED_AS
UMLS/C0038454|LNC/LA22244-0|ALSO_CODED_AS
UMLS/C0038454|LNC/LA9553-4|ALSO_CODED_AS
UMLS/C0038454|LNC/LP74605-4|ALSO_CODED_AS
UMLS/C0038454|LNC/MTHU020801|ALSO_CODED_AS
UMLS/C0038454|MEDLINEPLUS/8|ALSO_CODED_AS
UMLS/C0038454|MSH/D020521|ALSO_CODED_AS
UMLS/C0038454|MTH/NOCODE|ALSO_CODED_AS
UMLS/C0038454|MTH/U001797|ALSO_CODED_AS
UMLS/C0038454|NCI/C3390|ALSO_CODED_AS
UMLS/C0038454|OMIM/601367|ALSO_CODED_AS
UMLS/C0038454|OMIM/MTHU008085|ALSO_CODED_AS
UMLS/C0038454|OMIM/MTHU009877|ALSO_CODED_AS
